iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
179105,Clinus heterodon,Westcoast Klipfish,2014,LC,NA,LC,0,2020-3
179106,Enneapterygius etheostoma,NA,2014,LC,NA,LC,0,2020-3
179107,Enneapterygius howensis,Lord Howe Island Triplefin,2014,LC,NA,LC,0,2020-3
179108,Heteroclinus perspicillatus,Common Weedfish,2014,LC,NA,LC,0,2020-3
179109,Helcogramma chica,Little Hooded Triplefin,2014,LC,NA,LC,0,2020-3
179110,Helcogramma billi,NA,2014,LC,NA,LC,0,2020-3
179111,Helcogramma trigloides,NA,2014,LC,NA,LC,0,2020-3
179112,Enneapterygius hemimelas,Halfblack Triplefin,2014,LC,NA,LC,0,2020-3
179113,Notoclinus compressus,Brown Topknot,2014,LC,NA,LC,0,2020-3
179114,Ophiclinus antarcticus,Dusky Snakeblenny,2014,LC,NA,LC,0,2020-3
179115,Forsterygion nigripenne,Estuarine Triplefin,2014,LC,NA,LC,0,2020-3
179116,Enneanectes jordani,Mimic Triplefin,2014,LC,NA,LC,0,2020-3
180103,Roa australis,Triple-banded butterflyfish,2010,LC,NA,LC,0,2020-3
180105,Bathygadus sulcatus,NA,2011,DD,NA,DD,NA,2020-3
180106,Coelorinchus dorsalis,NA,2011,DD,NA,DD,NA,2020-3
180107,Coelorinchus macrolepis,NA,2011,DD,NA,DD,NA,2020-3
180108,Coelorinchus notatus,NA,2011,DD,NA,DD,NA,2020-3
180109,Coelorinchus quincunciatus,NA,2011,LC,NA,LC,0,2020-3
180110,Coelorinchus sexradiatus,NA,2011,DD,NA,DD,NA,2020-3
180111,Coelorinchus thompsoni,NA,2011,LC,NA,LC,0,2020-3
180112,Coelorinchus triocellatus,NA,2011,DD,NA,DD,NA,2020-3
180114,Coelorinchus weberi,NA,2011,DD,NA,DD,NA,2020-3
180115,Coryphaenoides camurus,NA,2011,DD,NA,DD,NA,2020-3
180116,Coryphaenoides dubius,NA,2011,DD,NA,DD,NA,2020-3
180118,Gadomus magnifilis,NA,2011,DD,NA,DD,NA,2020-3
180120,Trachonurus robinsi,NA,2011,LC,NA,LC,0,2020-3
180121,Cirripectes viriosus,NA,2011,LC,NA,LC,0,2020-3
180122,Ecsenius dilemma,NA,2011,LC,NA,LC,0,2020-3
180123,Ecsenius kurti,NA,2011,VU,D2,VU,0.4,2020-3
180125,Istiblennius colei,NA,2011,LC,NA,LC,0,2020-3
180126,Plagiotremus iosodon,NA,2011,DD,NA,DD,NA,2020-3
180127,Congrogadus hierichthys,NA,2011,LC,NA,LC,0,2020-3
180129,Equulites laterofenestra,NA,2011,DD,NA,DD,NA,2020-3
180131,Hypoatherina crenolepis,Crenulated Silverside,2011,DD,NA,DD,NA,2020-3
180133,Paradiancistrus cuyoensis,Cuyo coralbrotula,2011,VU,D2,VU,0.4,2020-3
180135,Sebastapistes taeniophrys,NA,2011,DD,NA,DD,NA,2020-3
180139,Solivomer arenidens,NA,2011,LC,NA,LC,0,2020-3
180141,Stolephorus ronquilloi,Ronquillo's Anchovy,2018,DD,NA,DD,NA,2020-3
180142,Zebrias lucapensis,NA,2011,VU,D,VU,0.4,2020-3
180208,Paelopatides solea,NA,2013,DD,NA,DD,NA,2020-3
180209,Pseudostichopus aemaulatus,NA,2013,DD,NA,DD,NA,2020-3
180211,Holothuria flavocastanea,NA,2013,DD,NA,DD,NA,2020-3
180212,Holothuria caparti,NA,2013,DD,NA,DD,NA,2020-3
180213,Holothuria hamata,NA,2013,DD,NA,DD,NA,2020-3
180214,Mesothuria cathedralis,NA,2013,DD,NA,DD,NA,2020-3
180215,Holothuria spinifera,NA,2013,DD,NA,DD,NA,2020-3
180216,Bohadschia koellikeri,NA,2013,DD,NA,DD,NA,2020-3
180218,Holothuria coronopertusa,NA,2013,DD,NA,DD,NA,2020-3
180219,Holothuria rowei,NA,2013,DD,NA,DD,NA,2020-3
180220,Bohadschia maculisparsa,NA,2013,VU,D2,VU,0.4,2020-3
180223,Parastichopus tremulus,NA,2013,DD,NA,DD,NA,2020-3
180224,Pseudostichopus papillatus,NA,2013,DD,NA,DD,NA,2020-3
180225,Eostichopus arnesoni,NA,2013,DD,NA,DD,NA,2020-3
180226,Holothuria erinaceaus,NA,2013,LC,NA,LC,0,2020-3
180227,Molpadiodemas porphyrus,NA,2013,LC,NA,LC,0,2020-3
180228,Holothuria floridana,NA,2013,LC,NA,LC,0,2020-3
180230,Holothuria pyxis,NA,2013,DD,NA,DD,NA,2020-3
180231,Holothuria verrucosa,NA,2013,LC,NA,LC,0,2020-3
180232,Holothuria dura,NA,2013,DD,NA,DD,NA,2020-3
180233,Holothuria fuligina,NA,2013,DD,NA,DD,NA,2020-3
180234,Holothuria vemae,NA,2013,DD,NA,DD,NA,2020-3
180235,Holothuria hilla,NA,2013,LC,NA,LC,0,2020-3
180236,Holothuria olivacea,NA,2013,DD,NA,DD,NA,2020-3
180237,Stichopus ellipes,NA,2013,DD,NA,DD,NA,2020-3
180238,Stichopus herrmanni,Curryfish,2013,VU,A2bd,VU,0.4,2020-3
180239,Holothuria multipilula,NA,2013,DD,NA,DD,NA,2020-3
180240,Holothuria duoturricula,NA,2013,DD,NA,DD,NA,2020-3
180241,Actinopyga bacilla,NA,2013,DD,NA,DD,NA,2020-3
180245,Holothuria kefersteinii,NA,2013,DD,NA,DD,NA,2020-3
180246,Holothuria difficilis,NA,2013,LC,NA,LC,0,2020-3
180247,Holothuria zihuatanensis,NA,2013,DD,NA,DD,NA,2020-3
180248,Pearsonothuria graeffei,Blackspotted Sea Cucumber,2013,LC,NA,LC,0,2020-3
180249,Holothuria strigosa,NA,2013,DD,NA,DD,NA,2020-3
180250,Paelopatides quadridens,NA,2013,DD,NA,DD,NA,2020-3
180251,Actinopyga crassa,NA,2013,LC,NA,LC,0,2020-3
180252,Holothuria glaberrima,NA,2013,LC,NA,LC,0,2020-3
180253,Molpadiodemas helios,NA,2013,DD,NA,DD,NA,2020-3
180254,Holothuria paraprinceps,NA,2013,LC,NA,LC,0,2020-3
180255,Holothuria foresti,NA,2013,DD,NA,DD,NA,2020-3
180256,Bathyplotes punctatus,NA,2013,DD,NA,DD,NA,2020-3
180257,Holothuria scabra,Golden Sandfish,2013,EN,A2bd,EN,0.6,2020-3
180258,Holothuria surinamensis,NA,2013,LC,NA,LC,0,2020-3
180259,Molpadiodemas involutus,NA,2013,DD,NA,DD,NA,2020-3
180260,Holothuria michaelseni,NA,2013,DD,NA,DD,NA,2020-3
180261,Paroriza prohoi,NA,2013,DD,NA,DD,NA,2020-3
180262,Mesothuria bifurcata,NA,2013,DD,NA,DD,NA,2020-3
180263,Molpadiodemas epibiotus,NA,2013,LC,NA,LC,0,2020-3
180264,Holothuria cavans,NA,2013,DD,NA,DD,NA,2020-3
180265,Actinopyga miliaris,Harry Blackfish,2013,VU,A2bd,VU,0.4,2020-3
180266,Actinopyga lecanora,Stonefish,2013,DD,NA,DD,NA,2020-3
180268,Holothuria pulla,NA,2013,DD,NA,DD,NA,2020-3
180270,Holothuria tripilata,NA,2013,DD,NA,DD,NA,2020-3
180271,Molpadiodemas atlanticus,NA,2013,DD,NA,DD,NA,2020-3
180272,Holothuria crosnieri,NA,2013,DD,NA,DD,NA,2020-3
180273,Paelopatides grisea,NA,2013,DD,NA,DD,NA,2020-3
180274,Bohadschia tenuissima,NA,2013,DD,NA,DD,NA,2020-3
180275,Holothuria lessoni,Golden Sandfish,2013,EN,A2bd,EN,0.6,2020-3
180276,Mesothuria verrilli,NA,2013,DD,NA,DD,NA,2020-3
180278,Labidodemas pertinax,NA,2013,LC,NA,LC,0,2020-3
180281,Holothuria massaspicula,NA,2013,DD,NA,DD,NA,2020-3
180282,Molpadiodemas depressus,NA,2013,DD,NA,DD,NA,2020-3
180283,Holothuria hartmeyeri,NA,2013,DD,NA,DD,NA,2020-3
180284,Stichopus mollis,New Zealand Sea Cucumber,2013,LC,NA,LC,0,2020-3
180285,Thelenota rubralineata,NA,2013,DD,NA,DD,NA,2020-3
180286,Holothuria pardalis,NA,2013,LC,NA,LC,0,2020-3
180287,Bathyplotes imperfectus,NA,2013,DD,NA,DD,NA,2020-3
180288,Labidodemas spineum,NA,2013,DD,NA,DD,NA,2020-3
180289,Holothuria stellati,NA,2013,DD,NA,DD,NA,2020-3
180290,Holothuria martensii,NA,2013,DD,NA,DD,NA,2020-3
180292,Molpadiodemas neovillosus,NA,2013,DD,NA,DD,NA,2020-3
180294,Molpadiodemas translucens,NA,2013,DD,NA,DD,NA,2020-3
180295,Holothuria poli,NA,2013,LC,NA,LC,0,2020-3
180296,Holothuria annulifera,NA,2013,DD,NA,DD,NA,2020-3
180297,Holothuria forskali,NA,2013,LC,NA,LC,0,2020-3
180298,Parastichopus regalis,NA,2013,LC,NA,LC,0,2020-3
180299,Mesothuria rugosa,NA,2013,LC,NA,LC,0,2020-3
180300,Mesothuria expectans,NA,2013,DD,NA,DD,NA,2020-3
180301,Holothuria sinefibula,NA,2013,DD,NA,DD,NA,2020-3
180303,Bohadschia mitsioensis,NA,2013,DD,NA,DD,NA,2020-3
180305,Synallactes mollis,NA,2013,DD,NA,DD,NA,2020-3
180306,Bathyplotes sulcatus,NA,2013,DD,NA,DD,NA,2020-3
180307,Holothuria horrida,NA,2013,DD,NA,DD,NA,2020-3
180308,Holothuria integra,NA,2013,DD,NA,DD,NA,2020-3
180310,Holothuria minax,NA,2013,DD,NA,DD,NA,2020-3
180312,Bathyplotes tizardi,NA,2013,DD,NA,DD,NA,2020-3
180313,Isostichopus macroparentheses,NA,2013,DD,NA,DD,NA,2020-3
180314,Actinopyga fusca,NA,2013,DD,NA,DD,NA,2020-3
180315,Holothuria glandifera,NA,2013,DD,NA,DD,NA,2020-3
180316,Mesothuria multipes,NA,2013,LC,NA,LC,0,2020-3
180317,Holothuria unica,NA,2013,DD,NA,DD,NA,2020-3
180318,Holothuria imitans,NA,2013,LC,NA,LC,0,2020-3
180319,Holothuria submersa,NA,2013,DD,NA,DD,NA,2020-3
180320,Holothuria suspecta,NA,2013,DD,NA,DD,NA,2020-3
180321,Holothuria remollescens,NA,2013,DD,NA,DD,NA,2020-3
180322,Stichopus rubermaculosus,NA,2013,DD,NA,DD,NA,2020-3
180323,Bohadschia paradoxa,NA,2013,DD,NA,DD,NA,2020-3
180324,Thelenota anax,Amberfish,2013,DD,NA,DD,NA,2020-3
180325,Paelopatides confundens,NA,2013,DD,NA,DD,NA,2020-3
180326,Holothuria nobilis,Black Teatfish,2013,EN,A2bd,EN,0.6,2020-3
180328,Holothuria samoana,NA,2013,DD,NA,DD,NA,2020-3
180329,Holothuria sanctori,NA,2013,LC,NA,LC,0,2020-3
180331,Mesothuria murrayi,NA,2013,LC,NA,LC,0,2020-3
180332,Australostichopus mollis,NA,2013,LC,NA,LC,0,2020-3
180333,Mesothuria regularia,NA,2013,DD,NA,DD,NA,2020-3
180335,Holothuria vittalonga,NA,2013,DD,NA,DD,NA,2020-3
180336,Bathyplotes gourdoni,NA,2013,DD,NA,DD,NA,2020-3
180337,Actinopyga mauritiana,Surf Redfish,2013,VU,A2bd,VU,0.4,2020-3
180338,Actinopyga obesa,Plump Sea Cucumber,2013,DD,NA,DD,NA,2020-3
180339,Mesothuria abberviata,NA,2013,DD,NA,DD,NA,2020-3
180340,Holothuria notabilis,NA,2013,DD,NA,DD,NA,2020-3
180341,Stichopus paradoxus,NA,2013,DD,NA,DD,NA,2020-3
180343,Holothuria brauni,NA,2013,DD,NA,DD,NA,2020-3
180344,Paelopatides atlantica,NA,2013,DD,NA,DD,NA,2020-3
180345,Mesothuria connectens,NA,2013,DD,NA,DD,NA,2020-3
180346,Bathyplotes bongraini,NA,2013,DD,NA,DD,NA,2020-3
180347,Holothuria modesta,NA,2013,DD,NA,DD,NA,2020-3
180349,Holothuria granosa,NA,2013,DD,NA,DD,NA,2020-3
180350,Paroriza pallens,NA,2013,DD,NA,DD,NA,2020-3
180352,Bohadschia vitiensis,Brown Sandfish,2013,DD,NA,DD,NA,2020-3
180353,Actinopyga agassizi,Five-toothed Sea Cucumber,2013,LC,NA,LC,0,2020-3
180355,Bohadschia atra,Tigerfish,2013,DD,NA,DD,NA,2020-3
180356,Holothuria platei,NA,2013,VU,D2,VU,0.4,2020-3
180357,Actinopyga serratidens,NA,2013,DD,NA,DD,NA,2020-3
180358,Synallactes robertsoni,NA,2013,DD,NA,DD,NA,2020-3
180361,Holothuria klunzingeri,NA,2013,DD,NA,DD,NA,2020-3
180363,Stichopus pseudohorrens,NA,2013,DD,NA,DD,NA,2020-3
180364,Holothuria jousseaumei,NA,2013,DD,NA,DD,NA,2020-3
180365,Paelopatides gigantea,NA,2013,DD,NA,DD,NA,2020-3
180366,Holothuria exilis,NA,2013,DD,NA,DD,NA,2020-3
180367,Stichopus monotuberculatus,NA,2013,DD,NA,DD,NA,2020-3
180368,Apostichopus parvimensis,Warty Sea Cucumber,2013,VU,A2bd,VU,0.4,2020-3
180369,Holothuria zacae,NA,2013,LC,NA,LC,0,2020-3
180370,Holothuria albofusca,NA,2013,DD,NA,DD,NA,2020-3
180371,Holothuria lentiginosa,NA,2013,LC,NA,LC,0,2020-3
180372,Bohadschia steinitzi,NA,2013,DD,NA,DD,NA,2020-3
180373,Isostichopus fuscus,Brown Sea Cucumber,2013,EN,A2bd,EN,0.6,2020-3
180374,Holothuria theeli,NA,2013,DD,NA,DD,NA,2020-3
180375,Holothuria leucospilota,White Thread Fish,2013,LC,NA,LC,0,2020-3
180376,Holothuria portovallartensis,NA,2013,DD,NA,DD,NA,2020-3
180377,Bathyplotes pourtalesii,NA,2013,LC,NA,LC,0,2020-3
180378,Neostichopus mollis,NA,2013,DD,NA,DD,NA,2020-3
180379,Mesothuria triradiata,NA,2013,DD,NA,DD,NA,2020-3
180380,Holothuria pseudofossor,NA,2013,LC,NA,LC,0,2020-3
180381,Pseudostichopus mollis,NA,2013,DD,NA,DD,NA,2020-3
180382,Parastichopus nigripunctatus,NA,2013,DD,NA,DD,NA,2020-3
180383,Holothuria dicorona,NA,2013,DD,NA,DD,NA,2020-3
180385,Holothuria grisea,NA,2013,LC,NA,LC,0,2020-3
180386,Bohadschia similis,Brownspotted Sandfish,2013,DD,NA,DD,NA,2020-3
180387,Holothuria lubrica,NA,2013,LC,NA,LC,0,2020-3
180388,Holothuria dofleinii,NA,2013,DD,NA,DD,NA,2020-3
180389,Holothuria aphanes,NA,2013,DD,NA,DD,NA,2020-3
180390,Actinopyga albonigra,NA,2013,DD,NA,DD,NA,2020-3
180391,Stichopus ludwigi,NA,2013,DD,NA,DD,NA,2020-3
180393,Holothuria arguinensis,NA,2013,DD,NA,DD,NA,2020-3
180394,Holothuria chilensis,Pepino De Mar,2013,DD,NA,DD,NA,2020-3
180395,Holothuria coluber,Snakefish,2013,LC,NA,LC,0,2020-3
180399,Labidodemas rugosum,NA,2013,LC,NA,LC,0,2020-3
180400,Holothuria edulis,Pinkfish,2013,LC,NA,LC,0,2020-3
180403,Holothuria papillifera,NA,2013,DD,NA,DD,NA,2020-3
180405,Holothuria arenacava,NA,2013,VU,D2,VU,0.4,2020-3
180406,Actinopyga palauensis,Panning's Blackfish,2013,LC,NA,LC,0,2020-3
180407,Holothuria conusalba,NA,2013,DD,NA,DD,NA,2020-3
180409,Mesothuria sufflava,NA,2013,DD,NA,DD,NA,2020-3
180410,Holothuria conica,NA,2013,DD,NA,DD,NA,2020-3
180411,Bohadschia marmorata,Chalky Cucumber,2013,DD,NA,DD,NA,2020-3
180413,Holothuria occidentalis,NA,2013,LC,NA,LC,0,2020-3
180414,Holothuria fuscopunctata,Elephant Trunkfish,2013,LC,NA,LC,0,2020-3
180415,Pseudostichopus spiculiferus,NA,2013,DD,NA,DD,NA,2020-3
180418,Holothuria milloti,NA,2013,DD,NA,DD,NA,2020-3
180420,Holothuria gracilis,NA,2013,DD,NA,DD,NA,2020-3
180421,Holothuria atra,Lollyfish,2013,LC,NA,LC,0,2020-3
180422,Synallactes viridilimus,NA,2013,DD,NA,DD,NA,2020-3
180423,Holothuria fuscorubra,NA,2013,DD,NA,DD,NA,2020-3
180424,Apostichopus japonicus,Japanese Spiky Sea Cucumber,2013,EN,A2bd,EN,0.6,2020-3
180427,Holothuria tortonesei,NA,2013,DD,NA,DD,NA,2020-3
180428,Holothuria bacilla,NA,2013,DD,NA,DD,NA,2020-3
180430,Labidodemas americanum,NA,2013,LC,NA,LC,0,2020-3
180431,Holothuria excellens,NA,2013,DD,NA,DD,NA,2020-3
180432,Pseudostichopus echinatus,NA,2013,DD,NA,DD,NA,2020-3
180434,Mesothuria carnosa,NA,2013,DD,NA,DD,NA,2020-3
180435,Holothuria asperita,NA,2013,DD,NA,DD,NA,2020-3
180436,Parastichopus californicus,NA,2013,LC,NA,LC,0,2020-3
180437,Holothuria arenicola,NA,2013,DD,NA,DD,NA,2020-3
180439,Holothuria albiventer,NA,2013,DD,NA,DD,NA,2020-3
180440,Holothuria whitmaei,Black Teatfish,2013,EN,A2bd,EN,0.6,2020-3
180441,Molpadiodemas villosus,NA,2013,LC,NA,LC,0,2020-3
180443,Holothuria rigida,NA,2013,LC,NA,LC,0,2020-3
180445,Molpadiodemas ustulatus,NA,2013,DD,NA,DD,NA,2020-3
180446,Holothuria stocki,NA,2013,DD,NA,DD,NA,2020-3
180447,Holothuria macroperona,NA,2013,DD,NA,DD,NA,2020-3
180448,Holothuria parva,NA,2013,DD,NA,DD,NA,2020-3
180450,Labidodemas quadripartitum,NA,2013,DD,NA,DD,NA,2020-3
180451,Holothuria hawaiiensis,NA,2013,LC,NA,LC,0,2020-3
180452,Bathyplotes natans,NA,2013,LC,NA,LC,0,2020-3
180453,Holothuria cumulus,NA,2013,DD,NA,DD,NA,2020-3
180454,Pseudostichopus profundi,NA,2013,DD,NA,DD,NA,2020-3
180455,Holothuria tubulosa,NA,2013,LC,NA,LC,0,2020-3
180456,Molpadiodemas pustulosus,NA,2013,DD,NA,DD,NA,2020-3
180458,Holothuria sulcata,NA,2013,DD,NA,DD,NA,2020-3
180459,Pseudostichopus peripatus,NA,2013,DD,NA,DD,NA,2020-3
180460,Pseudostichopus tuberosus,NA,2013,DD,NA,DD,NA,2020-3
180462,Mesothuria candelabra,NA,2013,DD,NA,DD,NA,2020-3
180464,Bathyplotes spuma,NA,2013,DD,NA,DD,NA,2020-3
180465,Synallactes crucifera,NA,2013,LC,NA,LC,0,2020-3
180466,Holothuria turrisimperfecta,NA,2013,DD,NA,DD,NA,2020-3
180467,Molpadiodemas constrictus,NA,2013,LC,NA,LC,0,2020-3
180468,Mesothuria lactea,NA,2013,LC,NA,LC,0,2020-3
180469,Holothuria parvula,NA,2013,LC,NA,LC,0,2020-3
180470,Holothuria sinica,NA,2013,DD,NA,DD,NA,2020-3
180471,Holothuria kubaryi,NA,2013,DD,NA,DD,NA,2020-3
180473,Synallactes laguardai,NA,2013,DD,NA,DD,NA,2020-3
180474,Actinopyga capillata,NA,2013,DD,NA,DD,NA,2020-3
180475,Paelopatides appendiculata,NA,2013,LC,NA,LC,0,2020-3
180476,Stichopus naso,NA,2013,LC,NA,LC,0,2020-3
180477,Stichopus chloronotus,Greenfish,2013,LC,NA,LC,0,2020-3
180478,Actinopyga flammea,NA,2013,LC,NA,LC,0,2020-3
180479,Labidodemas semperianum,NA,2013,LC,NA,LC,0,2020-3
180480,Synallactes angustus,NA,2013,DD,NA,DD,NA,2020-3
180481,Thelenota ananas,Prickly Redfish,2013,EN,A2bd,EN,0.6,2020-3
180482,Molpadiodemas morbillus,NA,2013,DD,NA,DD,NA,2020-3
180483,Holothuria flavomaculata,NA,2013,LC,NA,LC,0,2020-3
180484,Labidodemas pseudosemperianum,NA,2013,DD,NA,DD,NA,2020-3
180487,Holothuria moebii,NA,2013,LC,NA,LC,0,2020-3
180488,Stichopus horrens,Selenka's Sea Cucumber,2013,DD,NA,DD,NA,2020-3
180490,Holothuria riojai,NA,2013,DD,NA,DD,NA,2020-3
180491,Holothuria mactanensis,NA,2013,DD,NA,DD,NA,2020-3
180492,Holothuria mexicana,Donkey Dung,2013,LC,NA,LC,0,2020-3
180493,Astichopus multifidus,NA,2013,LC,NA,LC,0,2020-3
180494,Holothuria fuscocinerea,NA,2013,LC,NA,LC,0,2020-3
180495,Actinopyga spinea,New Caledonia Blackfish,2013,LC,NA,LC,0,2020-3
180496,Mesothuria roulei,NA,2013,DD,NA,DD,NA,2020-3
180497,Holothuria thomasi,NA,2013,LC,NA,LC,0,2020-3
180498,Holothuria languens,NA,2013,LC,NA,LC,0,2020-3
180499,Holothuria turriscelsa,NA,2013,LC,NA,LC,0,2020-3
180500,Holothuria discrepans,NA,2013,DD,NA,DD,NA,2020-3
180504,Holothuria cinerascens,Ashy Sea Cucumber,2013,LC,NA,LC,0,2020-3
180505,Mesothuria crebrapedes,NA,2013,DD,NA,DD,NA,2020-3
180506,Pseudostichopus occulatatus,NA,2013,DD,NA,DD,NA,2020-3
180508,Holothuria helleri,NA,2013,LC,NA,LC,0,2020-3
180509,Holothuria cubana,NA,2013,LC,NA,LC,0,2020-3
180510,Actinopyga bannwarthi,NA,2013,DD,NA,DD,NA,2020-3
180511,Bohadschia subrubra,Leopardfish,2013,DD,NA,DD,NA,2020-3
180512,Holothuria impatiens,Bottleneck Sea Cucumber,2013,DD,NA,DD,NA,2020-3
180513,Stichopus anapinusus,NA,2013,DD,NA,DD,NA,2020-3
180514,Holothuria mammata,NA,2013,LC,NA,LC,0,2020-3
180515,Bathyplotes moseleyi,NA,2013,DD,NA,DD,NA,2020-3
180516,Labidodemas maccullochi,NA,2013,LC,NA,LC,0,2020-3
180517,Mesothuria maroccana,NA,2013,DD,NA,DD,NA,2020-3
180518,Actinopyga echinites,Deep Water Redfish,2013,VU,A2bd,VU,0.4,2020-3
180519,Isostichopus badionotus,Three-rowed Sea Cucumber,2013,LC,NA,LC,0,2020-3
180521,Neostichopus grammatus,NA,2013,DD,NA,DD,NA,2020-3
180522,Synallactes crebrapapilla,NA,2013,DD,NA,DD,NA,2020-3
180523,Bohadschia cousteaui,NA,2013,LC,NA,LC,0,2020-3
180524,Stichopus quadrifasciatus,NA,2013,DD,NA,DD,NA,2020-3
180525,Holothuria pervicax,NA,2013,LC,NA,LC,0,2020-3
180526,Benthothuria funebris,NA,2013,LC,NA,LC,0,2020-3
180527,Molpadiodemas crinitus,NA,2013,DD,NA,DD,NA,2020-3
180530,Actinopyga caerulea,Blue Sea Cucumber,2013,DD,NA,DD,NA,2020-3
180531,Holothuria dakarensis,NA,2013,LC,NA,LC,0,2020-3
180532,Holothuria sucosa,NA,2013,DD,NA,DD,NA,2020-3
180534,Holothuria inhabilis,NA,2013,LC,NA,LC,0,2020-3
180535,Stichopus ocellatus,NA,2013,DD,NA,DD,NA,2020-3
180536,Molpadiodemas pediculus,NA,2013,DD,NA,DD,NA,2020-3
180537,Holothuria mammosa,NA,2013,DD,NA,DD,NA,2020-3
180539,Holothuria lineata,NA,2013,DD,NA,DD,NA,2020-3
180540,Mesothuria intestinalis,NA,2013,LC,NA,LC,0,2020-3
180541,Bohadschia argus,Leopardfish,2013,LC,NA,LC,0,2020-3
180542,Holothuria maculosa,NA,2013,DD,NA,DD,NA,2020-3
180544,Stichopus noctivagus,NA,2013,LC,NA,LC,0,2020-3
180545,Stichopus vastus,Curryfish,2013,LC,NA,LC,0,2020-3
180546,Mesothuria milleri,NA,2013,DD,NA,DD,NA,2020-3
180547,Holothuria aculeata,NA,2013,DD,NA,DD,NA,2020-3
180549,Holothuria princeps,NA,2013,LC,NA,LC,0,2020-3
180644,Pseudogobiopsis oligactis,NA,2019,LC,NA,LC,0,2020-3
180650,Pangasius polyuranodon,NA,2019,LC,NA,LC,0,2020-3
180682,Eugnathogobius variegatus,Stripeface Goby,2012,LC,NA,LC,0,2020-3
180684,Protosalanx chinensis,NA,2012,DD,NA,DD,NA,2020-3
180690,Lycothrissa crocodilus,Sabretoothed Thryssa,2020,LC,NA,LC,0,2020-3
180706,Mugilogobius chulae,Yellowstripe goby,2012,LC,NA,LC,0,2020-3
180707,Brachirus panoides,NA,2020,LC,NA,LC,0,2020-3
180727,Polynemus melanochir,Blackhand Paradise Fish,2012,LC,NA,LC,0,2020-3
180735,Cynoglossus feldmanni,River Tonguesole,2012,LC,NA,LC,0,2020-3
180851,Brachygobius doriae,Bumblebee Goby,2019,LC,NA,LC,0,2020-3
180866,Mugilogobius platystoma,Indonesian Goby,2012,LC,NA,LC,0,2020-3
180898,Phenacostethus smithi,Smith's Priapium Fish,2020,LC,NA,LC,0,2020-3
180924,Brachirus elongatus,Mekong Blind Sole,2012,LC,NA,LC,0,2020-3
180926,Ambassis miops,Flag-tailed Glassfish,2019,LC,NA,LC,0,2020-3
180964,Minyclupeoides dentibranchialus,NA,2012,LC,NA,LC,0,2020-3
180966,Achiroides melanorhijnchus,NA,2020,LC,NA,LC,0,2020-3
180980,Coilia lindmani,Lindman's Grenadier Anchovy,2017,LC,NA,LC,0,2020-3
180982,Phenablennius heyligeri,Freshwater Blenny,2019,DD,NA,DD,NA,2020-3
181000,Mugilogobius mertoni,Merton's mangrove goby,2012,LC,NA,LC,0,2020-3
181023,Eugnathogobius kabilia,NA,2012,LC,NA,LC,0,2020-3
181029,Eugnathogobius mindora,NA,2012,LC,NA,LC,0,2020-3
181048,Mugilogobius rambaiae,Queen of Siam goby,2012,LC,NA,LC,0,2020-3
181083,Achiroides leucorhynchos,NA,2020,LC,NA,LC,0,2020-3
181100,Brachirus pan,Pan Sole,2012,LC,NA,LC,0,2020-3
181105,Doryichthys boaja,Long-snouted Pipefish,2018,DD,NA,DD,NA,2020-3
181116,Neopomacentrus taeniurus,Freshwater Damsel,2012,DD,NA,DD,NA,2020-3
181137,Acanthogobius flavimanus,Yellowfin Goby,2012,LC,NA,LC,0,2020-3
181156,Datnioides polota,Silver Tiger Fish,2020,LC,NA,LC,0,2020-3
181158,Neosalanx brevirostris,Ayu sweetfish,2012,DD,NA,DD,NA,2020-3
181186,Auriglobus modestus,Bronze Puffer,2020,LC,NA,LC,0,2020-3
181215,Gonialosa modesta,Burmese River Gizzard Shad,2018,DD,NA,DD,NA,2020-3
181269,Mugilogobius abei,NA,2012,LC,NA,LC,0,2020-3
181280,Oryzias haugiangensis,NA,2012,DD,NA,DD,NA,2020-3
181328,Pangasius krempfi,NA,2011,VU,A2d,VU,0.4,2020-3
181359,Sotalia guianensis,Guiana Dolphin,2018,NT,NA,NT,0.2,2020-3
181361,Cephaloscyllium signourum,Flagtail Swellshark,2016,DD,NA,DD,NA,2020-3
181547,Microphis brachyurus,Opossum Pipefish,2019,LC,NA,LC,0,2020-3
181550,Dalophis boulengeri,NA,2020,LC,NA,LC,0,2020-3
181567,Aplocheilichthys spilauchen,Banded Lampeye,2020,LC,NA,LC,0,2020-3
181577,Eleotris senegalensis,NA,2020,LC,NA,LC,0,2020-3
181797,Dormitator lebretonis,Sleeper Goby,2020,LC,NA,LC,0,2020-3
181933,Yongeichthys thomasi,NA,2020,LC,NA,LC,0,2020-3
181943,Tylochromis jentinki,NA,2020,LC,NA,LC,0,2020-3
181984,Gobionellus oceanicus,Highfin Goby,2019,LC,NA,LC,0,2020-3
182038,Sarotherodon melanotheron,Blackchin Tilapia,2020,LC,NA,LC,0,2020-3
182093,Chrysichthys maurus,Bagrid Catfish,2020,LC,NA,LC,0,2020-3
182223,Coptodon guineensis,Guinean Tilapia,2020,LC,NA,LC,0,2020-3
182239,Eleotris daganensis,NA,2020,LC,NA,LC,0,2020-3
182285,Periophthalmus barbarus,Atlantic Mudskipper,2020,LC,NA,LC,0,2020-3
182330,Bryconalestes longipinnis,African Long-finned Tetra,2020,LC,NA,LC,0,2020-3
